CP,Localidad
4206,Campo Alegre
4206,Campo Grande
4206,Campo Nuevo
4206,Chañar Pujio
4206,Costa Rica
4206,Cruz Pozo
4206,E 14 De Setiembr
4206,El Marne
4206,El Mojon
4206,Ezcurra
4206,Ingeniero Ezcurra
4206,Kilometro 112
4206,Kilometro 117
4206,Kilometro 118
4206,Kilometro 120
4206,Kilometro 135
4206,Kilometro 153
4206,La Abrita
4206,La Esperanza
4206,La Higuera
4206,La Porteña
4206,La Sarita
4206,La Vuelta
4206,Las Flores
4206,Los Quiroga
4206,Maco
4206,Maco Yanda
4206,Maguito
4206,Maquita
4206,Maquitis
4206,Maquito
4206,Monte Rico
4206,Nanda
4206,Naquito
4206,Pueblo Nuevo
4206,Puestito De S Ant
4206,Quebracho Herrado
4206,San Agustin
4206,San Andres
4206,San Benito
4206,San Ignacio
4206,San Isidro
4206,San Pedro
4206,San Sebastian
4206,San Vicente
4206,Santa Rosa
4206,Santa Rosa  Arraga
4206,Santo Domingo
4206,Sauce Solo
4206,Silipica
4206,Simbol
4206,Trozo Pozo
4206,Upianita
4206,V De La Barraca
4206,Villa Zanjon
4206,Vta D La Barranca
4206,Yanda
4206,Zanjon
4207,Nueva Francia
4208,Albardon
4208,Albardon Chuña
4208,Ayuncha
4208,Bajadita
4208,Burra Huañauana
4208,Burra Huañuna
4208,Cañada Rica
4208,Chuña Albardon
4208,Codo
4208,Collera Hurcuna
4208,Diente Del Arado
4208,Dormida
4208,El Mulato
4208,El Pinto
4208,El Remanso
4208,Jumi Pozo
4208,Kilometro 88
4208,La Dormida
4208,La Noria
4208,La Ramadita
4208,La Revancha
4208,Lomitas
4208,Loreto
4208,Los Angeles
4208,Morampa
4208,Paaj Muyo
4208,Pozo Ciego
4208,Puesto De Juanes
4208,Ramadita
4208,Rio Nambi
4208,S Barbara Ferreira
4208,San Gregorio
4208,San Isidro
4208,San Jeronimo
4208,San Jose
4208,San Juan
4208,San Miguel
4208,San Pablo
4208,Sandia Huajchu
4208,Santa Barbara
4208,Santa Isabel
4208,Santa Maria
4208,Sauce Solo
4208,Sol De Mayo
4208,Tacanitas
4208,Taco Pozo
4208,Tala Atun
4208,Taquetuyoj
4208,Tontola
4208,Toro Charquina
4208,Totora Pampa
4208,Totoras
4208,Tusca Pozo
4208,Tuscajoj
4208,Yacuchiri
4208,Yalan
4208,Yolohuasi
4208,Yulu Huasi
4212,Guanaco Sombriana
4212,Isla Verde
4212,Monte Redondo
4212,San Vicente
4212,Tusca Pozo
4220,Aguada
4220,Alta Gracia
4220,Anjuli
4220,Bahoma
4220,Buena Vista
4220,Cañada De La Costa
4220,Cañada Honda
4220,Chañar Pzo D Abajo
4220,Colonia Tinco
4220,El Manantial
4220,El Rincon
4220,Escuela 1080
4220,Escuela 109
4220,Escuela 57
4220,Espinal
4220,Estancia Vieja
4220,Galeano
4220,Huascho  Patilla
4220,I De Los Castillos
4220,La Aguada
4220,La Fortuna
4220,La Grama
4220,Las Orellanas
4220,Las Palmeras
4220,Las Tigreras
4220,Loro Huasi
4220,Los Castillos
4220,Los Fierros
4220,Los Quebrachos
4220,Los Robles
4220,Manantiales
4220,Mansupa
4220,P. Sitaria Pocitos
4220,San Pablo
4220,Tacamampa
4220,Tala
4220,Terma De Rio Hondo
4220,Termas De Rio Hondo
4220,Tunales
4220,Villa Balnearia
4221,La Donosa
4221,Las Cejas
4221,Los Decimas
4221,Perez De Zurita
4221,Tinco Colonia
4221,Yuto Yaca
4221,Yutu Yaco
4223,Amapola
4223,Bajo Verde
4223,Cañada Tala Pozo
4223,El Alambrado
4223,El Puesto
4223,El Retiro
4223,Loma Del Medio
4223,Palma Redonda
4223,Pozo Del Campo
4223,Puesto Del Retiro
4223,Tala Pozo
4223,Taquello
4223,Vinara
4225,A Dl Martirizado
4225,Abra De La Cruz
4225,Alpa Puca
4225,Amicha
4225,Antilo
4225,Barrialito
4225,Bauman
4225,Bebidas
4225,Bejan
4225,Chañar Pocito
4225,Chañar Pozo
4225,Doña Luisa
4225,El Barrial
4225,El Churqui
4225,La Soledad
4225,Mistol Muyoj
4225,Patillo
4225,Pozo Huascho
4225,Puesto De Vieyra
4225,Punta Pozo
4225,Quebrachos
4225,Quera
4225,San Carlos
4225,San Cosme
4226,Villa Rio Hondo
4230,Alto Alegre
4230,Bajo Hondo
4230,Barrio Jardin
4230,Bella Vista
4230,Beltran Loreto
4230,Brea Chimpana
4230,Buenos Aires
4230,Campo De Amor
4230,Chañar Laguna
4230,Crrillos De San Is
4230,El Escondido
4230,El Milagro
4230,El Recreo
4230,El Rodeo
4230,El Rosario
4230,Envidia
4230,Escuela 879
4230,Frias
4230,Guatana
4230,Inti Huasi
4230,Jumeal O Jumial
4230,Kilometro 1073
4230,Kilometro 3
4230,La Esperanza
4230,La Esquina
4230,La Laguna
4230,La Laura
4230,Las Dos Flores
4230,Las Flores
4230,Las Palomitas
4230,Las Tejas
4230,Las Trincheras
4230,Los Ralos
4230,Lujan
4230,Monte Redondo
4230,Monteagudo
4230,Palo Lindo
4230,Palo Parado
4230,Pampa Pozo
4230,Porongal
4230,Pozancones
4230,Pozo De La Puerta
4230,Pta De Las Piedras
4230,Remansito
4230,S Rosa De Coronel
4230,San Carlos
4230,San Ignacio
4230,San Luis
4230,San Patricio
4230,Santa Rosa
4230,Serrano Muerto
4230,Suncho Pozo
4230,Suncho Pujio
4230,Taco Quinka
4230,Tres Bajadas
4230,Troncos Quemados
4230,Villa Adela
4230,Villa Coinor
4231,25 De Mayo
4231,25 De Mayo Sud
4231,Albigasta
4231,Ancastillo
4231,Anjuli
4231,Candelaria
4231,Cerro Rico
4231,El Barrialito
4231,El Centenario
4231,El Salvador
4231,Garzon
4231,La Renovacion
4231,Las Iguanas
4231,Las Palmitas
4231,Las Tejas
4231,Los Cordobeses
4231,Palo Parado
4231,Puesto De Los Morales
4231,Puesto Los Gomez
4233,Abras Del Medio
4233,Ancajan
4233,Canario
4233,Choya
4233,Divisadero
4233,El Bajo
4233,El Cadillo
4233,El Rajo
4233,El Tacial
4233,El Veinticinco
4233,El Venticinco
4233,Esperanza
4233,Kilometro 10
4233,Kilometro 18
4233,La Represa
4233,Lomitas
4233,Mojoncito
4233,Oncajan
4233,Pocito De La Loma
4233,Pueda Ser
4233,Puesto
4233,Rodeito
4233,S Ant De Las Flor
4233,San Delfin
4233,San Juan
4233,San Juancito
4233,San Miguel
4233,San Pedro
4233,San Romano
4233,Santa Lucia
4234,El Quillin
4234,Kilometro 1098
4234,Kilometro 1121
4234,La Quebrada
4234,Las Flores
4234,Lavalle
4234,Mangrullo
4234,Rumi Esquina
4234,San Antonio
4234,Tapso
4234,Tonzu
4235,Achalco
4235,Albigasta
4235,Ayapaso
4235,Barranquitas
4235,Bebida
4235,Bella Vista
4235,El Alto
4235,El Rodeito
4235,El Rosario
4235,El Simbol
4235,El Vallecito
4235,Estanzuela
4235,Guayamba
4235,Ichipuca
4235,Iloga
4235,Inacillo
4235,Infanzon
4235,Kilometro 1093
4235,La Calera
4235,La Calera Dl Sauce
4235,La Estancia
4235,La Estanzuela
4235,La Huerta
4235,Las Cañas
4235,Las Justas
4235,Las Lomitas
4235,Las Minas
4235,Las Tapias
4235,Las Trancas
4235,Las Trillas
4235,Lindero
4235,Los Cisternas
4235,Los Morteros
4235,Los Ortices
4235,Los Pedrazas
4235,Mina Dal
4235,Nogalito
4235,Orellano
4235,Oyola
4235,Pozo Grande
4235,Pueblito
4235,Rio De Avila
4235,Rio De La Plata
4235,San Jeronimo
4235,San Vicente
4235,Sauce Huacho
4235,Soledad
4235,Sucuma
4235,Suruipiana
4235,Taco
4235,Talega
4235,Tapso
4235,Tintigasta
4235,Vilisman
4237,Balde Pozo
4237,Chillimo
4237,El Abra
4237,Florida
4237,La Abra
4237,Las Peñas
4237,San Jose
4237,Zorro Huarcuna
4238,9 De Julio
4238,Abra De Quimil
4238,Agujereado
4238,Ahi Veremos
4238,Aibalito
4238,Campo Verde
4238,Codillo
4238,El Carmen
4238,El Porvenir
4238,El Puestito
4238,El Simbolar
4238,Iliages
4238,Jumial
4238,La Chilca
4238,Las Juntas
4238,Las Maravillas
4238,Las Talitas
4238,Loma De Yeso
4238,Los Cobres
4238,Los Correas
4238,Medio Mundo
4238,Moron
4238,Palmitas
4238,Pampa Pozo
4238,Pozancon
4238,Pozo Cabado
4238,Providencia
4238,Puesto De Diaz
4238,Puesto Del Medio
4238,San Jose
4238,San Juan
4238,San Lorenzo
4238,San Pedro
4238,San Ramon
4238,Tableado
4238,Tala Pozo
4238,Tibilar
4238,Tres Cerros
4238,Villa Guasayan
4238,Villares
4242,25 De Mayo
4242,9 De Julio
4242,Beltran
4242,Chalchacito
4242,Chilca
4242,Coco
4242,Durazno
4242,El Paraiso
4242,El Puestito
4242,El Quebrachito
4242,El Sesteadero
4242,El Tostado
4242,Encrucijada
4242,Iguana
4242,La Chilca
4242,La Iguana
4242,La Zanja
4242,Lachico
4242,Las Brisas
4242,Las Talitas
4242,Los Molles
4242,Molles
4242,Montuoso
4242,Moron
4242,Paez
4242,Pampa Pozo
4242,Pozo Hondo
4242,Puesto 9 De Julio
4242,Puesto Los Avilas
4242,Puesto Los Perez
4242,Quebrachito
4242,Ramaditas
4242,Ramos
4242,Rumi Yura
4242,Sala Vieja
4242,San German
4242,San Juancito
4242,San Miguel
4242,Santa Barbara
4242,Santa Rosa
4242,Sauce Gaucho
4242,Sesteadero
4242,Simbol
4242,Taco Ralo
4242,Talitas
4242,Toro Muerto
4242,Tostado
4242,Viltran
4242,Yapachin
4242,Yumillura
4242,Zapallar
4283,El 25 De Mayo
4283,El Veinticinco De Mayo
4296,Caminiaga
4298,Cerro Colorado
4300,Ahi Veremos
4300,Barrio Este
4300,C Maria Luisa
4300,Cuyoj
4300,El Alambrado
4300,El Barrial
4300,El Bosque
4300,El Carmen
4300,El Cruce Km 659
4300,El Paraiso
4300,El Rosario
4300,Jumialito
4300,Kilometro 1033
4300,Kilometro 659
4300,Kilometro 661
4300,Kilometro 665
4300,La Banda
4300,La Capilla
4300,La Granja
4300,La Isla
4300,Las Colonias
4300,Las Hermanas
4300,Las Salinas
4300,Las Zanjas
4300,Los Naranjos
4300,Nueva Antaje
4300,Nueva Trinidad
4300,Rincon
4300,Rubia Moreno
4300,San Carlos
4300,San Juan
4300,Santos Lugares
4300,Tramo 20
4300,Valdivia
4300,Villa Union
4301,Aguas Coloradas
4301,Areas
4301,Babilonia
4301,Bajo Grande
4301,Bandera
4301,Bandera Bajada
4301,Buen Lugar
4301,Callejon Bajada
4301,Campo Grande
4301,Canteros
4301,Cardon Esquina
4301,Casa Verde
4301,Caspi Corral
4301,Cañada Escobar
4301,Cejas
4301,Chañar Bajada
4301,Chañar Esquina
4301,Chile
4301,Churqui
4301,Cuqueños
4301,Dique Chico
4301,Dique Figueroa
4301,El Barrial
4301,El Bañadero
4301,El Chañar
4301,El Milagro
4301,El Pirucho
4301,El Porvenir
4301,El Quemado
4301,Esteco
4301,Esteros
4301,Fortuna
4301,Hoyo Cerco
4301,Huachana
4301,Huñajcito
4301,Jumi Viejo
4301,La Florida
4301,La Guardia
4301,La Higuera
4301,La Loma
4301,La Lomada
4301,La Manga
4301,La Paciencia
4301,La Paloma
4301,La Paz
4301,La Rivera
4301,Las Palmitas
4301,Los Arias
4301,Los Pereyra
4301,Majancito
4301,Manga Bajada
4301,Monte Redondo
4301,Montevideo
4301,Moradito
4301,Naranjito
4301,Norqueoj
4301,Nueva Granada
4301,Nuevo Simbolar
4301,Palizas
4301,Porongos
4301,Potrero Bajada
4301,Pozo Del Castaño
4301,Pozo Del Simbol
4301,Pozo Grande
4301,Pozo Limpio
4301,Pozo Verde
4301,Quebrachal
4301,Quebracho Yacu
4301,Ranchitos
4301,Reparo
4301,Retiro
4301,Rincon
4301,Rio Muerto
4301,S Dgo Pellegrini
4301,S Domingo Robles
4301,S J Del Boqueron
4301,San Gregorio
4301,San Jorge
4301,San Jose
4301,San Jose Del Boqueron
4301,San Luis
4301,San Pablo
4301,San Roque
4301,San Vicente
4301,Santa Cruz
4301,Santa Rita
4301,Santo Domingo
4301,Santos Lugares
4301,Sauce Esquina
4301,Soria Bajada
4301,T Del Boqueron
4301,Tacanillas
4301,Tacanitas
4301,Taco Pozo
4301,Tajamar
4301,Tarpuna
4301,Tramo 16
4301,Tusca Bajada
4301,Vaca Huañuna
4301,Villa Hipolita
4301,Villa Nueva
4301,Villa Palmar
4301,Villa Robles
4301,Vinal Viejo
4302,Acosta
4302,Alto Pozo
4302,Antaje
4302,Ardiles
4302,Ardiles D La Costa
4302,Banegas
4302,Chaupi Pozo
4302,Chañar Pujio
4302,Colonias
4302,Corvalanes
4302,El Aibe
4302,El Cebolliin
4302,El Cercado
4302,El Ojo De Agua
4302,El Puente
4302,Guaycuru
4302,Kiska Hurmana
4302,La Cañada
4302,La Colonia
4302,La Cuarteada
4302,La Falda
4302,La Germania
4302,La Vuelta
4302,Loma Negra
4302,Los 12 Quebrachos
4302,Los Alderetes
4302,Los Diaz
4302,Los Gallardos
4302,Los Guerreros
4302,Los Herreros
4302,Los Puestos
4302,Los Puntos
4302,Media Flor
4302,Palermo
4302,Quishca
4302,Quita Punco
4302,Romanos
4302,San Andres
4302,San Lorenzo
4302,San Martin
4302,San Ramon
4302,San Roque
4302,Santa Cruz
4302,Santa Rita
4302,Santa Rosa
4302,Sarmiento
4302,Sinquen Punco
4302,Suri Pozo
4302,Taperas
4302,Turena
4303,Vilmer
4304,Algarrobales
4304,Gramilla
4304,I De Los Sotelos
4304,La Fortuna
4304,Las Orellanas
4304,Las Tigreras
4304,Los Quebrachos
4304,Los Robles
4304,Saladillo
4304,Sotelillos
4304,Sotelos
4304,Tunales
4306,Boca Del Tigre
4306,Cachico
4306,Cashico
4306,Casilla Del Medio
4306,Charco Viejo
4306,El Añil
4306,El Charco
4306,El Guayacan
4306,Las Abras
4306,Poleo Pozo
4306,Pozuelos
4306,Toro Pozo
4306,Tres Cruces
4308,Bandera Bajada
4308,Beltran
4308,Blanca
4308,Buey Muerto
4308,Casilla Del Medio
4308,El Crece
4308,El Saladillo
4308,Higuera Chaqui
4308,Janta
4308,La Barrosa
4308,La Florida
4308,La Invernada
4308,Las Colinas
4308,Mirca
4308,Morcillo
4308,Porongos
4308,Pumitayoj
4308,San Guillermo
4308,San Ignacio
4308,San Pascual
4308,San Salvador
4308,Santa Ines
4308,Taco Pujio
4308,Totorilla Nuevo
4308,Tramo Veintiseis
4308,Tusca Pozo
4308,Yanta
4312,Ingeniero Forres
4312,Mili
4312,Morello
4313,3 Jazmines
4313,Anchoriga
4313,Aspa Sinchi
4313,Atoj Pozo
4313,Barranca Colorada
4313,Barrancas
4313,Barrial Alto
4313,Boqueron
4313,Brea Pozo
4313,Brea Pozo Viejo
4313,Charquina
4313,Chilpa Macho
4313,Chilpa Mayo
4313,Colonia Pinto
4313,El Dorado
4313,El Puente
4313,Gallegos
4313,Garceano
4313,Isla Verde
4313,Kilometro 437
4313,Kilometro 473
4313,La Blanca
4313,La Cañada
4313,Laguna Blanca
4313,Linton
4313,Majadas
4313,Majadas Sud
4313,Medellin
4313,Pampa Atun
4313,Penal Provincial
4313,Perchil Bajo
4313,Puestito
4313,Puesto Del Rosario
4313,Robles
4313,Suncho Pozo
4313,Tacoyoj
4313,Tala Pozo
4313,Tio Chacra
4313,Tres Jazmines
4313,Tulum
4313,Tulun
4313,Villa Elena
4313,Villa Nueva
4315,Bajadita
4315,Cañada San Ramon
4315,Codo
4315,Codo Viejo
4315,Collera Huircuna
4315,Estacion Atamisqui
4315,La Noria
4315,Los Angeles
4315,Paaj Muyo
4315,Piruitas
4315,San Luis
4315,Santa Isabel
4315,Sauces
4315,Sol De Mayo
4315,Taco Pozo
4315,Tio Pozo
4315,Yacuchiri
4317,Burro Pozo
4317,Carbon Pozo
4317,Chilca Albardon
4317,Chilquita
4317,Chilquitas
4317,Chuiqui
4317,Collera Huiri
4317,Coropampa
4317,Dique Los Quiroga
4317,El Carmen
4317,El Dean
4317,El Peru
4317,Escalera
4317,Esperanza
4317,Higuerillas
4317,Hornillos
4317,Hoyon
4317,Huachana
4317,Isla De Aragones
4317,Juanillo
4317,Kenti Taco
4317,Kilometro 436
4317,La Darsena
4317,La Esquina
4317,La Perlita
4317,Leiva
4317,Lezcanos
4317,Lomitas
4317,Los Mollares
4317,Los Quiroga
4317,Los Sauces
4317,Manogasta
4317,Mirandas
4317,Pampallajta
4317,Pineda
4317,Pozo Cercado
4317,Pozo Grande
4317,Pueblito
4317,Puente Del Salado
4317,Puesto De Diaz
4317,Punta Pozo
4317,Ramaditas
4317,Remansito
4317,Rodeo De Soria
4317,Rodeo De Valdez
4317,S Ant D L Caceres
4317,Salinas
4317,San Antonio
4317,San Carlos
4317,San Dionisio
4317,San Gregorio
4317,San Isidro
4317,San Martin
4317,Santa Maria
4317,Saucen
4317,Saucioj
4317,Sauzal
4317,Simbol Pozo
4317,Soconcho
4317,Tipiro
4317,Ventura Pampa
4317,Villa Atamisqui
4318,Huajia
4319,Barrancas
4319,Cañas Paso
4319,Chilca Juliana
4319,Chileno
4319,Guerra
4319,La Paloma
4319,Lechuzas
4319,Los Cerrillos
4319,Mal Paso
4319,Mistol Pozo
4319,P Del Saladillo
4319,Peralta
4319,Polvareda
4319,Sabagasta
4319,Saladillo
4319,Salavina
4319,Santa Lucia
4319,Taco Totarayol
4319,Tagan
4319,Tio Alto
4319,Tolozas
4319,Toropan
4319,Totora
4319,Vaca Human
4319,Varas Cuchuna
4319,Veron
4320,San Roque
4321,Anca
4321,Anga
4321,Bordo Pampa
4321,Cardajal
4321,Cerrillos
4321,Chira
4321,El Cincuenta
4321,El Pueblito
4321,Hutcu Chacra
4321,Kilometro 364
4321,Kilometro 390
4321,La Golondrina
4321,La Gringa
4321,La Paliza
4321,La Pampa
4321,La Protegida
4321,La Puerta Del Mte
4321,Las Lomas
4321,Los Caños
4321,Los Laterales
4321,Los Telares
4321,Malota
4321,Manchin
4321,Paso Del Saladillo
4321,Portalis
4321,Pozo Del Monte
4321,Puesto Del Medio
4321,Quimili Paso
4321,Ramadita
4321,Rami Yacu
4321,Remansos
4321,Rumi Jaco
4321,San Fernando
4321,Santa Brigida
4321,Santa Maria
4321,Taco Isla
4321,Troncal
4321,Yacu Hurmana
4322,Alto Pozo
4322,Arbolitos
4322,Ardiles D L Costa
4322,Aspa Sinchi
4322,Buena Vista
4322,Cachi
4322,Campo Verde
4322,Candelaria
4322,Cavadito
4322,Cavado
4322,Chaguar Puncu
4322,Colonias
4322,Corvalanes
4322,El Aibal
4322,El Cebollin
4322,El Cuello
4322,El Ojo De Agua
4322,El Puente
4322,El Rosario
4322,El Vizcacheral
4322,Fernandez
4322,Jimenez
4322,Jume Esquina
4322,Kiska Hurmana
4322,La Bota
4322,La Cañada
4322,La Colonia
4322,La Cruz
4322,La Cuarteada
4322,La Esperanza
4322,La Falda
4322,La Germania
4322,La Loma
4322,La Petronila
4322,La Primitiva
4322,La Ramada
4322,Loma Negra
4322,Lomitas
4322,Los 12 Quebrachos
4322,Los Alderete
4322,Los Diaz
4322,Los Gallardos
4322,Los Guerreros
4322,Los Herreros
4322,Los Puestos
4322,Los Puntos
4322,Maco
4322,Maderas
4322,Maria Delicia
4322,Nueva Industria
4322,Palermo
4322,Quishca
4322,Quita Punco
4322,Remansito
4322,Rio De Gallo
4322,Rivadavia
4322,Sainquen Punco
4322,San Cayetano
4322,San Javier
4322,San Lorenzo
4322,San Martin
4322,San Ramon
4322,San Roque
4322,San Vicente
4322,Santa Cruz
4322,Santa Rita
4322,Santa Rosa
4322,Sepulturas
4322,Suri Pozo
4322,Taperas
4322,Trancas
4322,Tres Chañares
4322,Vila Isla
4322,Yaso
4324,Blanca
4324,Carbon Pozo
4324,Cazadores
4324,Collujlioj
4324,Concepcion
4324,Coraspino
4324,Diaspa
4324,El Bajo
4324,El Empachado
4324,El Juncal
4324,Garza
4324,Guaipi
4324,Hornillos
4324,La Blanca
4324,La Cruz
4324,La Falda
4324,La Overa
4324,Lapa
4324,Molle
4324,Nueve Mistoles
4324,Percas
4324,Pozo
4324,Pozo Moro
4324,Pozo Mosoj
4324,Quimilloj
4324,Rosiyulloj
4324,San Enrique
4324,San Jose
4324,San Jose De Flores
4324,San Marcos
4324,San Pedro
4324,Taboada Estacion
4324,Taco Huaco
4324,Taco Suyo
4324,Toro Pozo
4324,Yacano
4324,Yalan
4326,Ave Maria
4326,Caloj
4326,Chuña Palma
4326,Codo Pozo
4326,Collun-Lioj
4326,Conchayos
4326,Consulñoj
4326,Coro Abra
4326,Cruz Pozo
4326,Guardia
4326,Guiñao
4326,Lugones
4326,Novillo
4326,Paaj Rodeo
4326,Paso Grande
4326,Paso Mosoj
4326,Pozo Marcado
4326,Puesto Los Marcos
4326,Punta Corral
4326,Punta Pozo
4326,R Provincial 130
4326,Ruta Nacional 34
4326,Ruta Provincial 11
4326,Ruta Provincial 17
4326,Ruta Provincial 40
4326,Ruta Provincial 5
4326,Ruta Provincial 8
4326,San Antonio
4326,San Isidro
4326,San Jose
4326,San Luis
4326,San Pedro
4326,Santo Domingo
4326,Sauce Bajada
4326,Zapi Pozo
4328,Brealoj
4328,Chañar Pozo
4328,Colonia Isla
4328,El Trece
4328,Guañagasta
4328,Herrera
4328,Lujan
4328,Mailin
4328,Mallin Viejo
4328,Moconza
4328,Represa
4328,Rincon De La Espza
4328,S Antonio De Copo
4328,Salviaioj Gaitan
4328,San Ramon
4328,Taco Atun
4328,Tala
4332,Blanca Pozo
4332,Bracho
4332,Colonia Dora
4332,Libanesa
4332,Puente Negro
4332,Sunchituyoj
4332,Tacon Esquina
4334,Icaño
4334,La Costa
4334,Lago Muyoj
4334,Mal Paso
4334,Oro Pampa
4334,Pozo Cabado
4334,Tiestituyos
4334,Toro Pampa
4334,Tronco Blanco
4334,Yacasnioj
4335,Real Sayana
4336,Abra Grande
4336,Cerrillo
4336,El Diamante
4336,Huyamampa
4336,La Aurora
4336,Los Herreras
4336,Los Marcos
4336,Palos Quemados
4336,Pampa Mayo
4336,San Felix
4336,San Nicolas
4336,San Pedro
4336,Simbol Cañada
4338,Bajo Grande
4338,Bayo Muerto
4338,Clodomira
4338,Condor Huasi
4338,El Favorito
4338,Favorita
4338,Jumi Pozo
4338,Kilometro 629
4338,Laguna Larga
4338,Las Chacras
4338,Negra Muerta
4338,Palmares
4338,Palmitas
4338,Rumios
4338,S Francisco Lvlle
4338,S Rosa De Vitervo
4338,San Felipe
4338,San Isidro
4338,San Javier
4338,San Pablo
4338,Santo Domingo
4339,Kilometro 645
4339,Kilometro 651
4339,Las Delicias
4339,San Ramon
4339,Señora Pujio
4340,Simbolar
4350,Alejito
4350,Ampa
4350,Azogasta
4350,Carretero
4350,Codo Bajada
4350,Corral Grande
4350,Cruz Chula
4350,Cruz Loma
4350,Dolores
4350,Dos Hermanos
4350,El Quemado
4350,El Sauce
4350,Guaype
4350,Iuchan
4350,Jumi Pozo
4350,Kilometro 443
4350,Kilometro 546
4350,La Balanza
4350,La Reconquista
4350,La Reduccion
4350,Laspa
4350,Laureles
4350,Lincho
4350,Lojlo
4350,Lote 15
4350,Nueva Granada
4350,Padua
4350,Palermo
4350,Pampa Pozo
4350,Pozo Grande
4350,Puente Rio Salado
4350,Punco
4350,Repecho Diaz
4350,Repecho Montenegro
4350,Rodeo Bajada
4350,San Antonio
4350,San Carlos
4350,San Francisco
4350,San Pedro
4350,San Ramon
4350,San Simon
4350,Santa Maria
4350,Sin Descanso
4350,Suncho Corral
4350,Suri
4350,Tres Hermanas
4351,Campo Verde
4351,El Carmen
4351,El Palomar
4351,El Pertigo
4351,Floresta
4351,Huacanitas
4351,Kiska Loro
4351,La Potocha
4351,Las Randas
4351,Las Tinajas
4351,Lote S
4351,Mistol Pampa
4351,Pampa Muyoj
4351,Punta De Rieles
4351,San Luis
4351,Santa Rosa
4351,Segundo Pozo
4351,Simbolar
4351,Stayle
4351,Surihuaya
4351,Tabeanita
4351,Tabiana
4351,Tres Pozos
4351,Villa Brana
4351,Villa Fanny
4351,Weisburd
4351,Yuchan
4352,25 De Mayo
4353,Aibal
4353,Alza Nueva
4353,Amama
4353,Armonia
4353,Bella Vista
4353,Campo Limpio
4353,Cartavio
4353,Cañada Limpia
4353,Celestina
4353,Colonia Media
4353,Colonia San Juan
4353,Dolores
4353,Dolores Central
4353,Dos Hermanas
4353,El Aibalito
4353,El Bragado
4353,El Crucero
4353,El Descanso
4353,El Negrito
4353,El Rosario
4353,Jumial Grande
4353,Jumialito
4353,Juncal Grande
4353,La Invernada
4353,Los Puentes
4353,Lujan
4353,Maravilla
4353,Maria
4353,Mercedes
4353,Minerva
4353,Nogales
4353,Nueva Alza
4353,Nueva Colonia
4353,Paciencia
4353,Palomar
4353,Pampa Pozo
4353,Pirhuas
4353,Puesto De Mena
4353,Quimilioj
4353,Quisña Loro
4353,Remansito
4353,Rosario
4353,Rumi
4353,S J Dto Figueroa
4353,San Carlos
4353,San Felipe
4353,San Francisco
4353,San Isidro
4353,San Luis
4353,San Martin
4353,San Nicolas
4353,San Pablo
4353,San Pedro
4353,San Ramon
4353,San Roque
4353,Santa Lucia
4353,Santa Maria
4353,Santa Rita
4353,Santo Domingo
4353,Trinidad
4353,Tusca Pozo
4353,Uturunco
4353,Villa Figueroa
4353,Villa Guañuna
4353,Yacu Hichacuna
4354,Arbolitos
4354,Buena Vista
4354,C El Simbolar
4354,Cachi
4354,Campo Verde
4354,Candelaria
4354,Cavadito
4354,Cavado
4354,Colonia El Simbolar
4354,Cruz Grande
4354,El Aibal
4354,El Cuello
4354,Huritu Huasi
4354,Industria Nueva
4354,Jume Esquina
4354,Kilometro 613
4354,La Bota
4354,La Brea
4354,La Cañada
4354,La Concepcion
4354,La Cruz
4354,La Esperanza
4354,La Loma
4354,La Paz
4354,La Petronila
4354,La Primitiva
4354,La Ramada
4354,La Tapa
4354,Lomitas
4354,Maco
4354,Maderas
4354,Remansito
4354,Rio De Gallo
4354,S M Dto Figueroa
4354,San Cayetano
4354,San Salvador
4354,San Vicente
4354,Santa Rosa
4354,Sepulturas
4354,Trancas
4354,Tres Chañares
4354,Villa Isla
4354,Villa Tolojna
4354,Yacu Hurmana
4356,Bajo Hondo
4356,Casa Alta
4356,Colonia Paz
4356,Colonia Siegel
4356,El Aibal
4356,El Canal
4356,El Chinchillar
4356,El Saladillo
4356,Kilometro 494
4356,Lagunilla
4356,Ledesma
4356,Llajta Mauca
4356,Lote 29
4356,Melero
4356,Puente Bajada
4356,Rincon Esperanza
4356,Roldan
4356,S M Del Matara
4356,Soledad
4356,Taruy
4356,Tiun Punco
4356,Villa Esquina
4356,Villa Matara
4357,Matara
4400,Belgrano
4400,Buena Vista
4400,Campo Caseros
4400,Chachapoyas
4400,Chamical
4400,Cobas
4400,El Aybal
4400,El Prado
4400,Estela
4400,Huguerillas
4400,La Cruz
4400,La Isla
4400,La Lagunilla
4400,La Pedrera
4400,La Quesera
4400,La Troja
4400,Limache
4400,Los Noques
4400,Rio Ancho
4400,Salta
4400,Tres Cerritos
4401,Antonio Alice
4401,Atocha
4401,Caldera
4401,Calderilla
4401,Castellanos
4401,Curuzu
4401,El Gallinato
4401,General Alvarado
4401,Humaita
4401,Kilometro 1125
4401,La Isla
4401,La Union
4401,Las Costas
4401,Lesser
4401,Los Alamos
4401,Los Mercados
4401,Los Sauces
4401,Mayo Torito
4401,Monte
4401,Paredes
4401,Pot De Castilla
4401,San Alejo
4401,Santa Rufina
4401,Vaqueros
4401,Velardes
4401,Villa San Lorenzo
4401,Yacones
4403,Cebados
4403,Cerrillos
4403,Colon
4403,El Colegio
4403,El Huaico
4403,F Cno A Colon
